1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
0,251.4,528.5,1738.2,3412.6,3608.4,3320.7,4371.7,3568.5,3528.9,6482.6
