1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
0,0,0,4.8,18.4,43.7,84.6,191.6,224.1,322.9,453.9
