0,0,0,0,0.020607059,0.05766052,0.116159592,0.302972273,0.624296564,1,0.298856469
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
0,0,0,4.8,18.4,43.7,84.6,191.6,224.1,322.9,453.9
