1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
0,0.3,0.3,0.9,24.3,95.5,186.7,434.6,498.8,658.2,891.4
