0,0.011621294,0.058582637,0.133341461,0.325167433,0.431513344,0.619552662,0.72112938,0.860997896,1,0.727376114
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
0,251.4,528.5,1738.2,3412.6,3608.4,3320.7,4371.7,3568.5,3528.9,6482.6
