1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
0,7.4,22,84.9,221.7,346.3,402.6,601.4,586.7,710.3,1010.8
